,2,0.12078E+04,0.52833E-01,0.34374E+01,0.10831E+07,0.34113E+05
,3,0.11251E+04,0.86628E-01,0.43324E+01,0.16670E+07,0.40487E+05
,4,0.10486E+04,0.97685E-01,0.44600E+01,0.21840E+07,0.43435E+05
,5,0.98949E+03,0.86908E-01,0.41313E+01,0.26398E+07,0.44550E+05
,6,0.94654E+03,0.64326E-01,0.36044E+01,0.30414E+07,0.44649E+05
,7,0.91684E+03,0.40891E-01,0.30198E+01,0.33969E+07,0.44207E+05
,8,0.89692E+03,0.23423E-01,0.24505E+01,0.37126E+07,0.43420E+05
,9,0.88435E+03,0.13524E-01,0.19594E+01,0.39945E+07,0.42370E+05
,10,0.87753E+03,0.93379E-02,0.15815E+01,0.42464E+07,0.41159E+05
,11,0.87494E+03,0.79960E-02,0.13234E+01,0.44724E+07,0.39919E+05
,12,0.87644E+03,0.74730E-02,0.11758E+01,0.46756E+07,0.38725E+05
,13,0.88017E+03,0.69494E-02,0.11160E+01,0.48585E+07,0.37621E+05
,14,0.88536E+03,0.62037E-02,0.11222E+01,0.50231E+07,0.36585E+05
,15,0.89229E+03,0.55194E-02,0.11719E+01,0.51715E+07,0.35585E+05
,16,0.90124E+03,0.52384E-02,0.12441E+01,0.53052E+07,0.34590E+05
,17,0.91194E+03,0.54875E-02,0.13224E+01,0.54256E+07,0.33603E+05
,18,0.92330E+03,0.60999E-02,0.13952E+01,0.55339E+07,0.32633E+05
,19,0.93640E+03,0.67982E-02,0.14591E+01,0.56312E+07,0.31688E+05
,20,0.94980E+03,0.73914E-02,0.15110E+01,0.57188E+07,0.30776E+05
,21,0.96362E+03,0.78750E-02,0.15539E+01,0.57976E+07,0.29906E+05
,22,0.97792E+03,0.83860E-02,0.15895E+01,0.58683E+07,0.29075E+05
,23,0.99251E+03,0.90973E-02,0.16210E+01,0.59314E+07,0.28283E+05
,24,0.10075E+04,0.10126E-01,0.16525E+01,0.59872E+07,0.27525E+05
,25,0.10228E+04,0.11496E-01,0.16866E+01,0.60364E+07,0.26801E+05
,26,0.10384E+04,0.13163E-01,0.17268E+01,0.60793E+07,0.26108E+05
,27,0.10543E+04,0.15068E-01,0.17714E+01,0.61165E+07,0.25443E+05
,28,0.10705E+04,0.17179E-01,0.18188E+01,0.61485E+07,0.24804E+05
,29,0.10870E+04,0.19496E-01,0.18667E+01,0.61756E+07,0.24189E+05
,30,0.11039E+04,0.22029E-01,0.19113E+01,0.61985E+07,0.23595E+05
,31,0.11209E+04,0.24784E-01,0.19488E+01,0.62174E+07,0.23020E+05
,32,0.11382E+04,0.27745E-01,0.19762E+01,0.62328E+07,0.22463E+05
,33,0.11559E+04,0.30879E-01,0.19904E+01,0.62447E+07,0.21925E+05
,34,0.11739E+04,0.34171E-01,0.19895E+01,0.62533E+07,0.21404E+05
,35,0.11922E+04,0.37626E-01,0.19739E+01,0.62589E+07,0.20900E+05
,36,0.12106E+04,0.41266E-01,0.19439E+01,0.62616E+07,0.20412E+05
,37,0.12292E+04,0.45135E-01,0.19007E+01,0.62617E+07,0.19941E+05
,38,0.12481E+04,0.49279E-01,0.18475E+01,0.62592E+07,0.19485E+05
,39,0.12674E+04,0.53694E-01,0.17854E+01,0.62545E+07,0.19044E+05
,40,0.12867E+04,0.58375E-01,0.17148E+01,0.62476E+07,0.18618E+05
,41,0.13064E+04,0.63321E-01,0.16356E+01,0.62389E+07,0.18206E+05
,42,0.13260E+04,0.68546E-01,0.15474E+01,0.62283E+07,0.17808E+05
,43,0.13458E+04,0.74065E-01,0.14500E+01,0.62160E+07,0.17424E+05
,44,0.13656E+04,0.79879E-01,0.13437E+01,0.62021E+07,0.17052E+05
,45,0.13858E+04,0.85999E-01,0.12291E+01,0.61867E+07,0.16693E+05
,46,0.14063E+04,0.92433E-01,0.11043E+01,0.61698E+07,0.16347E+05
,47,0.14270E+04,0.99161E-01,0.96801E+00,0.61517E+07,0.16013E+05
,48,0.14478E+04,0.10616E+00,0.82140E+00,0.61323E+07,0.15691E+05
,49,0.14687E+04,0.11339E+00,0.66521E+00,0.61119E+07,0.15380E+05
,50,0.14900E+04,0.12080E+00,0.49334E+00,0.60904E+07,0.15080E+05
,51,0.15115E+04,0.12835E+00,0.29931E+00,0.60680E+07,0.14791E+05
,52,0.15333E+04,0.13614E+00,0.80678E-01,0.60447E+07,0.14512E+05
,53,0.15551E+04,0.14437E+00,-0.16216E+00,0.60206E+07,0.14242E+05
,54,0.15769E+04,0.15306E+00,-0.42083E+00,0.59958E+07,0.13982E+05
,55,0.15988E+04,0.16222E+00,-0.68683E+00,0.59702E+07,0.13731E+05
,56,0.16212E+04,0.17175E+00,-0.95882E+00,0.59439E+07,0.13488E+05
,57,0.16438E+04,0.18150E+00,-0.12377E+01,0.59170E+07,0.13252E+05
,58,0.16668E+04,0.19145E+00,-0.15262E+01,0.58895E+07,0.13024E+05
,59,0.16900E+04,0.20158E+00,-0.18271E+01,0.58615E+07,0.12802E+05
,60,0.17133E+04,0.21193E+00,-0.21416E+01,0.58330E+07,0.12586E+05
,61,0.17372E+04,0.22256E+00,-0.24705E+01,0.58040E+07,0.12376E+05
,62,0.17609E+04,0.23347E+00,-0.28149E+01,0.57747E+07,0.12171E+05
,63,0.17848E+04,0.24466E+00,-0.31756E+01,0.57449E+07,0.11972E+05
,64,0.18090E+04,0.25619E+00,-0.35534E+01,0.57148E+07,0.11776E+05
,65,0.18333E+04,0.26806E+00,-0.39489E+01,0.56844E+07,0.11585E+05
,66,0.18579E+04,0.28022E+00,-0.43598E+01,0.56537E+07,0.11397E+05
,67,0.18827E+04,0.29268E+00,-0.47829E+01,0.56228E+07,0.11213E+05
,68,0.19079E+04,0.30544E+00,-0.52162E+01,0.55917E+07,0.11031E+05
,69,0.19333E+04,0.31845E+00,-0.56574E+01,0.55604E+07,0.10852E+05
,70,0.19592E+04,0.33171E+00,-0.61077E+01,0.55289E+07,0.10675E+05
,71,0.19852E+04,0.34521E+00,-0.65692E+01,0.54974E+07,0.10500E+05
,72,0.20115E+04,0.35893E+00,-0.70439E+01,0.54657E+07,0.10328E+05
,73,0.20379E+04,0.37285E+00,-0.75333E+01,0.54340E+07,0.10158E+05
,74,0.20645E+04,0.38698E+00,-0.80373E+01,0.54022E+07,0.99906E+04
,75,0.20914E+04,0.40134E+00,-0.85551E+01,0.53704E+07,0.98272E+04
,76,0.21183E+04,0.41595E+00,-0.90869E+01,0.53385E+07,0.96679E+04
,77,0.21456E+04,0.43078E+00,-0.96319E+01,0.53065E+07,0.95132E+04
,78,0.21731E+04,0.44585E+00,-0.10191E+02,0.52746E+07,0.93634E+04
,79,0.22008E+04,0.46110E+00,-0.10760E+02,0.52426E+07,0.92191E+04
,80,0.22289E+04,0.47651E+00,-0.11339E+02,0.52106E+07,0.90808E+04
,81,0.22572E+04,0.49202E+00,-0.11928E+02,0.51786E+07,0.89487E+04
